,Group_ID,Study_ID,Label
1645,541,9841,SUPPORTED
1646,,15386,SUPPORTED
1647,542,9842,SUPPORTED
1648,,14782,SUPPORTED
1649,543,9847,NOT ENOUGH INFORMATION
1650,,15991,SUPPORTED
1651,544,7007,NOT ENOUGH INFORMATION
1652,,9852,NOT ENOUGH INFORMATION
1653,545,9880,NOT ENOUGH INFORMATION
1654,,11553,NOT ENOUGH INFORMATION
1655,,13710,NOT ENOUGH INFORMATION
1656,,14669,NOT ENOUGH INFORMATION
1657,546,9883,REFUTED
1658,,13596,REFUTED
1659,,14932,REFUTED
1660,547,2712,SUPPORTED
1661,,6343,SUPPORTED
1662,,9888,SUPPORTED
1663,,12679,SUPPORTED
1664,,14956,SUPPORTED
1665,548,9890,SUPPORTED
1666,,15579,SUPPORTED
1667,549,7119,NOT ENOUGH INFORMATION
1668,,9929,NOT ENOUGH INFORMATION
1669,,14338,REFUTED
1670,550,9930,NOT ENOUGH INFORMATION
1671,,15500,NOT ENOUGH INFORMATION
1672,551,7524,REFUTED
1673,,9938,REFUTED
1674,,16359,REFUTED
1675,552,9939,SUPPORTED
1676,,15694,NOT ENOUGH INFORMATION
1677,553,9940,SUPPORTED
1678,,14734,SUPPORTED
1679,554,6874,REFUTED
1680,,9984,REFUTED
1681,,15811,REFUTED
1682,555,4116,REFUTED
1683,,7606,REFUTED
1684,,9988,SUPPORTED
1685,,10574,SUPPORTED
1686,,16025,SUPPORTED
1687,556,10018,SUPPORTED
1688,,12931,SUPPORTED
1689,557,10024,SUPPORTED
1690,,13885,REFUTED
1691,558,10032,NOT ENOUGH INFORMATION
1692,,12612,NOT ENOUGH INFORMATION
1693,,14043,NOT ENOUGH INFORMATION
1694,559,10036,REFUTED
1695,,12487,SUPPORTED
1696,,14085,SUPPORTED
1697,560,3114,SUPPORTED
1698,,10040,SUPPORTED
1699,,15933,NOT ENOUGH INFORMATION
1700,561,4438,SUPPORTED
1701,,8549,SUPPORTED
1702,,10041,SUPPORTED
1703,,16221,NOT ENOUGH INFORMATION
1704,562,10081,REFUTED
1705,,14092,REFUTED
1706,563,125,SUPPORTED
1707,,10082,SUPPORTED
1708,,10139,SUPPORTED
1709,,12496,SUPPORTED
1710,,14102,SUPPORTED
1711,564,8054,SUPPORTED
1712,,10083,REFUTED
1713,,14508,NOT ENOUGH INFORMATION
1714,565,10084,SUPPORTED
1715,,16407,SUPPORTED
1716,566,6447,NOT ENOUGH INFORMATION
1717,,10088,NOT ENOUGH INFORMATION
1718,567,10116,NOT ENOUGH INFORMATION
1719,,13077,REFUTED
1720,568,4331,SUPPORTED
1721,,10131,SUPPORTED
1722,,14429,SUPPORTED
1723,569,10137,REFUTED
1724,,14911,REFUTED
1725,570,3236,NOT ENOUGH INFORMATION
1726,,10144,NOT ENOUGH INFORMATION
1727,,15357,NOT ENOUGH INFORMATION
1728,571,10145,SUPPORTED
1729,,15479,SUPPORTED
1730,572,1106,SUPPORTED
1731,,10146,SUPPORTED
1732,,10355,SUPPORTED
1733,,12021,NOT ENOUGH INFORMATION
1734,,16072,NOT ENOUGH INFORMATION
1735,573,10186,NOT ENOUGH INFORMATION
1736,,14095,NOT ENOUGH INFORMATION
1737,574,5012,REFUTED
1738,,10187,NOT ENOUGH INFORMATION
1739,,15182,NOT ENOUGH INFORMATION
1740,575,3992,SUPPORTED
1741,,10248,SUPPORTED
1742,576,10068,SUPPORTED
1743,,10273,SUPPORTED
1744,,10787,SUPPORTED
1745,577,10282,SUPPORTED
1746,,13076,SUPPORTED
1747,578,10305,REFUTED
1748,,13671,REFUTED
1749,,14414,REFUTED
1750,579,10315,SUPPORTED
1751,,13295,SUPPORTED
1752,,13821,SUPPORTED
1753,,14067,SUPPORTED
1754,580,10316,REFUTED
1755,,14191,SUPPORTED
1756,581,10320,SUPPORTED
1757,,15154,REFUTED
1758,582,6207,REFUTED
1759,,10321,REFUTED
1760,,15247,REFUTED
1761,583,10325,SUPPORTED
1762,,14471,NOT ENOUGH INFORMATION
1763,584,1436,SUPPORTED
1764,,10328,SUPPORTED
1765,,13717,SUPPORTED
1766,,15178,SUPPORTED
1767,585,10329,SUPPORTED
1768,,12907,SUPPORTED
1769,,14484,SUPPORTED
1770,586,10341,NOT ENOUGH INFORMATION
1771,,15815,NOT ENOUGH INFORMATION
1772,587,904,SUPPORTED
1773,,3325,NOT ENOUGH INFORMATION
1774,,6449,REFUTED
1775,,10343,REFUTED
1776,,11018,REFUTED
1777,,14510,NOT ENOUGH INFORMATION
1778,588,10344,REFUTED
1779,,13195,REFUTED
1780,,15678,REFUTED
1781,589,10345,SUPPORTED
1782,,15093,SUPPORTED
1783,590,10346,SUPPORTED
1784,,16171,SUPPORTED
1785,591,10348,NOT ENOUGH INFORMATION
1786,,16342,NOT ENOUGH INFORMATION
1787,592,10350,SUPPORTED
1788,,14727,SUPPORTED
1789,593,10353,SUPPORTED
1790,,16391,SUPPORTED
1791,594,10356,SUPPORTED
1792,,14015,SUPPORTED
1793,,15596,SUPPORTED
1794,595,10360,SUPPORTED
1795,,16468,SUPPORTED
1796,596,10361,REFUTED
1797,,15706,SUPPORTED
1798,597,7084,SUPPORTED
1799,,10376,NOT ENOUGH INFORMATION
1800,598,6429,SUPPORTED
1801,,10379,NOT ENOUGH INFORMATION
1802,599,3022,NOT ENOUGH INFORMATION
1803,,10401,SUPPORTED
1804,600,10498,REFUTED
1805,,12933,REFUTED
1806,601,10541,NOT ENOUGH INFORMATION
1807,,15133,REFUTED
1808,602,6872,NOT ENOUGH INFORMATION
1809,,10544,NOT ENOUGH INFORMATION
1810,,14083,NOT ENOUGH INFORMATION
1811,603,3674,SUPPORTED
1812,,10546,SUPPORTED
1813,,15387,SUPPORTED
1814,604,10550,REFUTED
1815,,14479,REFUTED
1816,605,7434,REFUTED
1817,,9612,SUPPORTED
1818,,10560,SUPPORTED
1819,,12498,SUPPORTED
1820,,15064,REFUTED
1821,606,2118,REFUTED
1822,,4978,SUPPORTED
1823,,5188,NOT ENOUGH INFORMATION
1824,,5367,REFUTED
1825,,5531,REFUTED
1826,,10561,REFUTED
1827,,10844,NOT ENOUGH INFORMATION
1828,,13724,NOT ENOUGH INFORMATION
1829,,15065,NOT ENOUGH INFORMATION
1830,607,10562,SUPPORTED
1831,,15070,NOT ENOUGH INFORMATION
1832,608,10570,REFUTED
1833,,14246,REFUTED
1834,609,10571,SUPPORTED
1835,,16155,SUPPORTED
1836,610,625,NOT ENOUGH INFORMATION
1837,,6351,NOT ENOUGH INFORMATION
1838,,10576,NOT ENOUGH INFORMATION
1839,,14854,NOT ENOUGH INFORMATION
1840,611,2451,SUPPORTED
1841,,10578,NOT ENOUGH INFORMATION
1842,,15886,NOT ENOUGH INFORMATION
1843,612,2936,NOT ENOUGH INFORMATION
1844,,10632,NOT ENOUGH INFORMATION
1845,,11795,NOT ENOUGH INFORMATION
1846,613,4044,SUPPORTED
1847,,10666,SUPPORTED
1848,,13474,SUPPORTED
1849,614,10693,NOT ENOUGH INFORMATION
1850,,14197,NOT ENOUGH INFORMATION
1851,615,3242,SUPPORTED
1852,,8534,REFUTED
1853,,10322,REFUTED
1854,,10545,REFUTED
1855,,10694,REFUTED
1856,,14207,SUPPORTED
1857,616,10696,NOT ENOUGH INFORMATION
1858,,15493,SUPPORTED
1859,617,10697,SUPPORTED
1860,,15516,SUPPORTED
1861,618,10698,SUPPORTED
1862,,14348,SUPPORTED
1863,619,10706,SUPPORTED
1864,,15771,SUPPORTED
1865,620,7687,NOT ENOUGH INFORMATION
1866,,10714,NOT ENOUGH INFORMATION
1867,,13198,NOT ENOUGH INFORMATION
1868,,16207,NOT ENOUGH INFORMATION
1869,621,42,SUPPORTED
1870,,6409,SUPPORTED
1871,,10720,SUPPORTED
1872,622,3726,NOT ENOUGH INFORMATION
1873,,10721,SUPPORTED
1874,623,2716,SUPPORTED
1875,,6472,SUPPORTED
1876,,7946,SUPPORTED
1877,,10821,SUPPORTED
1878,,14416,SUPPORTED
1879,624,10834,REFUTED
1880,,15022,REFUTED
1881,625,10840,SUPPORTED
1882,,12323,SUPPORTED
1883,,13722,SUPPORTED
1884,,15909,SUPPORTED
1885,626,10842,NOT ENOUGH INFORMATION
1886,,15747,NOT ENOUGH INFORMATION
1887,627,220,REFUTED
1888,,7966,REFUTED
1889,,10848,REFUTED
1890,,14715,SUPPORTED
1891,628,7382,SUPPORTED
1892,,10849,SUPPORTED
1893,,14601,SUPPORTED
1894,629,10850,SUPPORTED
1895,,15454,REFUTED
1896,630,3388,REFUTED
1897,,10852,REFUTED
1898,,11021,SUPPORTED
1899,,13613,REFUTED
1900,,14957,REFUTED
1901,631,10857,SUPPORTED
1902,,14124,SUPPORTED
1903,632,10858,REFUTED
1904,,14518,REFUTED
1905,633,10860,SUPPORTED
1906,,14126,SUPPORTED
1907,634,7670,REFUTED
1908,,10983,SUPPORTED
1909,,12168,SUPPORTED
1910,,13676,NOT ENOUGH INFORMATION
1911,,14421,NOT ENOUGH INFORMATION
1912,635,10984,REFUTED
1913,,14623,REFUTED
1914,636,10993,SUPPORTED
1915,,11154,SUPPORTED
1916,,15020,NOT ENOUGH INFORMATION
1917,637,10999,REFUTED
1918,,15623,REFUTED
1919,638,11000,NOT ENOUGH INFORMATION
1920,,14796,NOT ENOUGH INFORMATION
1921,639,11001,NOT ENOUGH INFORMATION
1922,,15172,NOT ENOUGH INFORMATION
1923,640,2947,NOT ENOUGH INFORMATION
1924,,11002,NOT ENOUGH INFORMATION
1925,,14230,REFUTED
1926,641,11003,REFUTED
1927,,14807,REFUTED
1928,642,6797,SUPPORTED
1929,,11008,SUPPORTED
1930,,14817,SUPPORTED
1931,643,11009,SUPPORTED
1932,,15772,SUPPORTED
1933,644,11011,SUPPORTED
1934,,15203,REFUTED
1935,645,11016,NOT ENOUGH INFORMATION
1936,,15828,REFUTED
1937,646,11026,SUPPORTED
1938,,16028,SUPPORTED
1939,647,3877,SUPPORTED
1940,,11032,SUPPORTED
1941,,16461,SUPPORTED
1942,648,11034,SUPPORTED
1943,,16292,SUPPORTED
1944,649,4591,NOT ENOUGH INFORMATION
1945,,11041,NOT ENOUGH INFORMATION
1946,650,4243,SUPPORTED
1947,,11042,REFUTED
1948,651,11102,SUPPORTED
1949,,13071,SUPPORTED
1950,652,11123,NOT ENOUGH INFORMATION
1951,,13636,NOT ENOUGH INFORMATION
1952,653,11128,SUPPORTED
1953,,13889,SUPPORTED
1954,654,11147,NOT ENOUGH INFORMATION
1955,,13150,SUPPORTED
1956,,14868,SUPPORTED
1957,655,6641,SUPPORTED
1958,,11148,SUPPORTED
1959,,13292,SUPPORTED
1960,,14315,SUPPORTED
1961,656,11151,REFUTED
1962,,13707,REFUTED
1963,,13953,REFUTED
1964,,14567,REFUTED
1965,657,11152,NOT ENOUGH INFORMATION
1966,,14329,NOT ENOUGH INFORMATION
1967,658,6589,SUPPORTED
1968,,11156,SUPPORTED
1969,,14775,SUPPORTED
1970,659,1031,SUPPORTED
1971,,5323,SUPPORTED
1972,,11160,SUPPORTED
1973,,14345,SUPPORTED
1974,660,4940,NOT ENOUGH INFORMATION
1975,,11170,NOT ENOUGH INFORMATION
1976,,15765,NOT ENOUGH INFORMATION
1977,661,11174,NOT ENOUGH INFORMATION
1978,,16311,REFUTED
1979,662,5226,REFUTED
1980,,7369,REFUTED
1981,,11177,REFUTED
1982,,15802,NOT ENOUGH INFORMATION
1983,663,11178,NOT ENOUGH INFORMATION
1984,,16159,NOT ENOUGH INFORMATION
1985,664,11181,SUPPORTED
1986,,14966,SUPPORTED
1987,665,11184,SUPPORTED
1988,,15861,SUPPORTED
1989,666,11185,SUPPORTED
1990,,13354,NOT ENOUGH INFORMATION
1991,,15863,SUPPORTED
1992,667,11186,SUPPORTED
1993,,16262,NOT ENOUGH INFORMATION
1994,668,1573,SUPPORTED
1995,,7815,SUPPORTED
1996,,11200,SUPPORTED
1997,669,9445,SUPPORTED
1998,,11201,REFUTED
1999,670,699,NOT ENOUGH INFORMATION
2000,,11202,SUPPORTED
2001,671,10533,NOT ENOUGH INFORMATION
2002,,11287,NOT ENOUGH INFORMATION
2003,,12887,NOT ENOUGH INFORMATION
2004,,14175,NOT ENOUGH INFORMATION
2005,672,11288,NOT ENOUGH INFORMATION
2006,,14431,NOT ENOUGH INFORMATION
2007,673,11304,SUPPORTED
2008,,14371,SUPPORTED
2009,674,2038,SUPPORTED
2010,,6643,SUPPORTED
2011,,11307,SUPPORTED
2012,,14716,SUPPORTED
2013,675,11313,NOT ENOUGH INFORMATION
2014,,15589,NOT ENOUGH INFORMATION
2015,676,3747,NOT ENOUGH INFORMATION
2016,,11315,SUPPORTED
2017,,13359,SUPPORTED
2018,,15123,SUPPORTED
2019,677,772,SUPPORTED
2020,,6572,SUPPORTED
2021,,11318,SUPPORTED
2022,,14398,SUPPORTED
2023,678,8658,REFUTED
2024,,11320,REFUTED
2025,679,6439,SUPPORTED
2026,,11321,REFUTED
2027,680,8842,NOT ENOUGH INFORMATION
2028,,9976,NOT ENOUGH INFORMATION
2029,,11393,NOT ENOUGH INFORMATION
2030,,12565,NOT ENOUGH INFORMATION
2031,,13484,NOT ENOUGH INFORMATION
2032,681,11416,NOT ENOUGH INFORMATION
2033,,12645,NOT ENOUGH INFORMATION
2034,,15030,NOT ENOUGH INFORMATION
2035,682,6457,SUPPORTED
2036,,9540,SUPPORTED
2037,,11424,SUPPORTED
2038,,15063,NOT ENOUGH INFORMATION
2039,683,11425,REFUTED
2040,,11957,NOT ENOUGH INFORMATION
2041,,15653,NOT ENOUGH INFORMATION
2042,684,6132,SUPPORTED
2043,,8698,SUPPORTED
2044,,9615,SUPPORTED
2045,,11426,SUPPORTED
2046,,11965,SUPPORTED
2047,,15934,SUPPORTED
2048,685,2489,SUPPORTED
2049,,3487,SUPPORTED
2050,,8331,SUPPORTED
2051,,11429,SUPPORTED
2052,,13735,SUPPORTED
2053,,15806,SUPPORTED
2054,686,11432,REFUTED
2055,,13607,REFUTED
2056,,15211,NOT ENOUGH INFORMATION
2057,687,11433,SUPPORTED
2058,,11991,SUPPORTED
2059,,14604,SUPPORTED
2060,688,10711,SUPPORTED
2061,,11434,REFUTED
2062,,16006,SUPPORTED
2063,689,8859,REFUTED
2064,,11436,REFUTED
2065,,16228,NOT ENOUGH INFORMATION
2066,690,7527,SUPPORTED
2067,,11440,SUPPORTED
2068,,13627,SUPPORTED
2069,,15374,SUPPORTED
2070,691,5516,SUPPORTED
2071,,11443,SUPPORTED
2072,692,5351,SUPPORTED
2073,,11449,SUPPORTED
2074,693,7449,REFUTED
2075,,9769,REFUTED
2076,,11505,REFUTED
2077,,13634,REFUTED
2078,694,685,SUPPORTED
2079,,11515,SUPPORTED
2080,,11879,SUPPORTED
2081,,14022,SUPPORTED
2082,695,7597,REFUTED
2083,,10132,SUPPORTED
2084,,11545,SUPPORTED
2085,,14434,SUPPORTED
2086,696,11552,REFUTED
2087,,14666,NOT ENOUGH INFORMATION
2088,697,6663,NOT ENOUGH INFORMATION
2089,,10994,REFUTED
2090,,11554,REFUTED
2091,,14774,NOT ENOUGH INFORMATION
2092,698,11557,SUPPORTED
2093,,14575,SUPPORTED
2094,699,5596,SUPPORTED
2095,,9674,SUPPORTED
2096,,11559,SUPPORTED
2097,,12309,SUPPORTED
2098,,14215,SUPPORTED
2099,700,11560,SUPPORTED
2100,,13581,SUPPORTED
2101,,15029,NOT ENOUGH INFORMATION
2102,701,1746,SUPPORTED
2103,,6972,SUPPORTED
2104,,11563,SUPPORTED
2105,,13325,SUPPORTED
2106,,15037,SUPPORTED
2107,702,11570,NOT ENOUGH INFORMATION
2108,,15429,NOT ENOUGH INFORMATION
2109,703,11571,NOT ENOUGH INFORMATION
2110,,15062,NOT ENOUGH INFORMATION
2111,704,1938,NOT ENOUGH INFORMATION
2112,,7052,REFUTED
2113,,11584,REFUTED
2114,,15575,REFUTED
2115,705,2151,REFUTED
2116,,11585,SUPPORTED
2117,,15995,NOT ENOUGH INFORMATION
2118,706,4250,SUPPORTED
2119,,4295,SUPPORTED
2120,,11589,SUPPORTED
2121,,13620,SUPPORTED
2122,,15474,SUPPORTED
2123,707,11592,SUPPORTED
2124,,12006,SUPPORTED
2125,,16225,SUPPORTED
2126,708,6722,SUPPORTED
2127,,11593,SUPPORTED
2128,,16227,SUPPORTED
2129,709,11596,SUPPORTED
2130,,16239,SUPPORTED
2131,710,11600,REFUTED
2132,,16481,NOT ENOUGH INFORMATION
2133,711,1722,NOT ENOUGH INFORMATION
2134,,2934,NOT ENOUGH INFORMATION
2135,,5722,NOT ENOUGH INFORMATION
2136,,7731,NOT ENOUGH INFORMATION
2137,,11601,NOT ENOUGH INFORMATION
2138,712,9910,SUPPORTED
2139,,11605,SUPPORTED
2140,713,8197,NOT ENOUGH INFORMATION
2141,,11608,SUPPORTED
2142,714,7133,SUPPORTED
2143,,11609,SUPPORTED
2144,715,4550,SUPPORTED
2145,,7259,SUPPORTED
2146,,11722,SUPPORTED
2147,,14045,NOT ENOUGH INFORMATION
2148,716,11729,SUPPORTED
2149,,14628,SUPPORTED
2150,717,11731,REFUTED
2151,,14748,REFUTED
2152,718,5469,REFUTED
2153,,11737,REFUTED
2154,,12758,REFUTED
2155,,14442,REFUTED
2156,719,11743,NOT ENOUGH INFORMATION
2157,,14767,NOT ENOUGH INFORMATION
2158,720,11745,SUPPORTED
2159,,14327,SUPPORTED
2160,721,1527,SUPPORTED
2161,,11752,REFUTED
2162,,15027,SUPPORTED
2163,722,3849,SUPPORTED
2164,,7602,SUPPORTED
2165,,10997,SUPPORTED
2166,,11753,SUPPORTED
2167,,14347,SUPPORTED
2168,723,8048,SUPPORTED
2169,,11760,NOT ENOUGH INFORMATION
2170,,14698,NOT ENOUGH INFORMATION
2171,724,3337,REFUTED
2172,,8539,REFUTED
2173,,11761,REFUTED
2174,,14359,REFUTED
2175,725,11763,REFUTED
2176,,16126,REFUTED
2177,726,8241,NOT ENOUGH INFORMATION
2178,,11765,NOT ENOUGH INFORMATION
2179,,15749,NOT ENOUGH INFORMATION
2180,727,11776,REFUTED
2181,,13348,REFUTED
2182,,16347,NOT ENOUGH INFORMATION
2183,728,7686,NOT ENOUGH INFORMATION
2184,,11586,NOT ENOUGH INFORMATION
2185,,11777,NOT ENOUGH INFORMATION
2186,,15467,NOT ENOUGH INFORMATION
2187,729,2807,NOT ENOUGH INFORMATION
2188,,7775,REFUTED
2189,,8469,REFUTED
2190,,9481,REFUTED
2191,,11780,REFUTED
2192,,13615,REFUTED
2193,,15853,REFUTED
2194,730,1831,REFUTED
2195,,8249,REFUTED
2196,,11781,REFUTED
2197,,13870,REFUTED
2198,,16199,NOT ENOUGH INFORMATION
2199,731,5277,NOT ENOUGH INFORMATION
2200,,11792,SUPPORTED
2201,732,11454,NOT ENOUGH INFORMATION
2202,,11794,NOT ENOUGH INFORMATION
2203,733,11895,SUPPORTED
2204,,14279,SUPPORTED
2205,734,7762,SUPPORTED
2206,,11904,SUPPORTED
2207,,13801,SUPPORTED
2208,,14159,SUPPORTED
2209,735,3547,SUPPORTED
2210,,7280,SUPPORTED
2211,,8126,SUPPORTED
2212,,9529,SUPPORTED
2213,,11910,SUPPORTED
2214,,14164,SUPPORTED
2215,736,11914,SUPPORTED
2216,,14053,SUPPORTED
2217,737,11915,SUPPORTED
2218,,14749,SUPPORTED
2219,738,11917,NOT ENOUGH INFORMATION
2220,,14311,NOT ENOUGH INFORMATION
2221,739,4862,REFUTED
2222,,11920,REFUTED
2223,,14758,REFUTED
2224,740,11550,SUPPORTED
2225,,11924,SUPPORTED
2226,,14997,SUPPORTED
2227,741,11928,REFUTED
2228,,14331,REFUTED
2229,742,3175,SUPPORTED
2230,,11929,SUPPORTED
2231,,15260,SUPPORTED
2232,743,11932,NOT ENOUGH INFORMATION
2233,,15492,NOT ENOUGH INFORMATION
2234,744,11936,NOT ENOUGH INFORMATION
2235,,14787,NOT ENOUGH INFORMATION
2236,745,11937,SUPPORTED
2237,,15508,SUPPORTED
2238,746,11945,SUPPORTED
2239,,15414,NOT ENOUGH INFORMATION
2240,747,11946,REFUTED
2241,,16300,REFUTED
2242,748,5895,SUPPORTED
2243,,11947,SUPPORTED
2244,,16118,SUPPORTED
2245,749,11952,SUPPORTED
2246,,14986,SUPPORTED
2247,750,11953,REFUTED
2248,,15756,SUPPORTED
2249,751,11301,REFUTED
2250,,11956,NOT ENOUGH INFORMATION
2251,,16132,NOT ENOUGH INFORMATION
2252,752,11961,SUPPORTED
2253,,15924,SUPPORTED
2254,753,11964,REFUTED
2255,,15780,REFUTED
2256,754,5378,REFUTED
2257,,11176,REFUTED
2258,,11968,REFUTED
2259,,16318,REFUTED
2260,755,5609,REFUTED
2261,,9886,REFUTED
2262,,11969,REFUTED
2263,,16319,REFUTED
2264,756,11970,SUPPORTED
2265,,15790,SUPPORTED
2266,757,11977,NOT ENOUGH INFORMATION
2267,,15813,NOT ENOUGH INFORMATION
2268,758,11979,SUPPORTED
2269,,14245,SUPPORTED
2270,759,11980,SUPPORTED
2271,,15958,SUPPORTED
2272,760,11984,NOT ENOUGH INFORMATION
2273,,16326,NOT ENOUGH INFORMATION
2274,761,11985,SUPPORTED
2275,,15212,SUPPORTED
2276,762,11986,NOT ENOUGH INFORMATION
2277,,16163,NOT ENOUGH INFORMATION
2278,763,11987,NOT ENOUGH INFORMATION
2279,,15460,NOT ENOUGH INFORMATION
2280,764,11988,SUPPORTED
2281,,16335,SUPPORTED
2282,765,2938,NOT ENOUGH INFORMATION
2283,,11992,NOT ENOUGH INFORMATION
2284,,15851,SUPPORTED
2285,766,11993,SUPPORTED
2286,,14839,SUPPORTED
2287,767,7847,SUPPORTED
2288,,11994,REFUTED
2289,,13614,REFUTED
2290,,16013,REFUTED
2291,768,12000,NOT ENOUGH INFORMATION
2292,,16197,NOT ENOUGH INFORMATION
2293,769,3961,REFUTED
2294,,9680,REFUTED
2295,,12001,REFUTED
2296,,12921,REFUTED
2297,,15108,REFUTED
2298,770,12003,SUPPORTED
2299,,16373,SUPPORTED
2300,771,12004,SUPPORTED
2301,,15862,SUPPORTED
2302,772,12007,NOT ENOUGH INFORMATION
2303,,13871,NOT ENOUGH INFORMATION
2304,,15477,NOT ENOUGH INFORMATION
2305,773,12009,NOT ENOUGH INFORMATION
2306,,15478,NOT ENOUGH INFORMATION
2307,774,4695,NOT ENOUGH INFORMATION
2308,,11787,NOT ENOUGH INFORMATION
2309,,12010,NOT ENOUGH INFORMATION
2310,,15871,SUPPORTED
2311,775,12011,SUPPORTED
2312,,16052,SUPPORTED
2313,776,12012,SUPPORTED
2314,,15695,NOT ENOUGH INFORMATION
2315,777,12017,SUPPORTED
2316,,16245,SUPPORTED
2317,778,12019,REFUTED
2318,,16397,REFUTED
2319,779,12020,SUPPORTED
2320,,16071,SUPPORTED
2321,780,12022,SUPPORTED
2322,,16255,SUPPORTED
2323,781,12025,SUPPORTED
2324,,15484,SUPPORTED
2325,782,12026,REFUTED
2326,,16404,REFUTED
2327,783,12027,SUPPORTED
2328,,16406,SUPPORTED
2329,784,12030,SUPPORTED
2330,,16414,SUPPORTED
2331,785,12040,SUPPORTED
2332,,16429,SUPPORTED
2333,786,12044,REFUTED
2334,,14525,REFUTED
2335,787,12045,NOT ENOUGH INFORMATION
2336,,16439,NOT ENOUGH INFORMATION
2337,788,12055,SUPPORTED
2338,,16471,SUPPORTED
2339,789,12056,SUPPORTED
2340,,15378,SUPPORTED
2341,790,12057,SUPPORTED
2342,,15379,SUPPORTED
2343,791,12058,NOT ENOUGH INFORMATION
2344,,16108,NOT ENOUGH INFORMATION
2345,792,2029,SUPPORTED
2346,,12147,SUPPORTED
2347,,13887,SUPPORTED
2348,793,12160,SUPPORTED
2349,,14148,NOT ENOUGH INFORMATION
2350,794,10992,REFUTED
2351,,12176,REFUTED
2352,,14569,NOT ENOUGH INFORMATION
2353,795,9095,NOT ENOUGH INFORMATION
2354,,12177,NOT ENOUGH INFORMATION
2355,,15254,NOT ENOUGH INFORMATION
2356,796,12181,SUPPORTED
2357,,13846,SUPPORTED
2358,,15285,SUPPORTED
2359,797,9882,NOT ENOUGH INFORMATION
2360,,12185,NOT ENOUGH INFORMATION
2361,,13858,NOT ENOUGH INFORMATION
2362,,14927,NOT ENOUGH INFORMATION
2363,798,12192,SUPPORTED
2364,,15799,NOT ENOUGH INFORMATION
2365,799,5249,SUPPORTED
2366,,12193,SUPPORTED
2367,,14108,SUPPORTED
2368,800,6679,REFUTED
2369,,12202,NOT ENOUGH INFORMATION
2370,801,2900,SUPPORTED
2371,,7271,SUPPORTED
2372,,12204,SUPPORTED
2373,802,12296,SUPPORTED
2374,,13551,SUPPORTED
2375,,14622,SUPPORTED
2376,803,1405,SUPPORTED
2377,,12304,SUPPORTED
2378,,14317,SUPPORTED
2379,804,6676,SUPPORTED
2380,,12307,NOT ENOUGH INFORMATION
2381,,14447,SUPPORTED
2382,805,12312,REFUTED
2383,,14577,SUPPORTED
2384,806,12313,NOT ENOUGH INFORMATION
2385,,14343,NOT ENOUGH INFORMATION
2386,807,8621,NOT ENOUGH INFORMATION
2387,,8851,NOT ENOUGH INFORMATION
2388,,12314,SUPPORTED
2389,,14219,SUPPORTED
2390,808,12319,NOT ENOUGH INFORMATION
2391,,14231,NOT ENOUGH INFORMATION
2392,809,12320,REFUTED
2393,,16117,NOT ENOUGH INFORMATION
2394,810,802,REFUTED
2395,,9158,SUPPORTED
2396,,11568,NOT ENOUGH INFORMATION
2397,,12321,NOT ENOUGH INFORMATION
2398,,15306,REFUTED
2399,811,1876,NOT ENOUGH INFORMATION
2400,,5380,NOT ENOUGH INFORMATION
2401,,12328,NOT ENOUGH INFORMATION
2402,,14495,NOT ENOUGH INFORMATION
2403,812,12329,NOT ENOUGH INFORMATION
2404,,16135,NOT ENOUGH INFORMATION
2405,813,12330,NOT ENOUGH INFORMATION
2406,,15327,NOT ENOUGH INFORMATION
2407,814,8700,SUPPORTED
2408,,12333,SUPPORTED
2409,,14829,SUPPORTED
2410,815,12194,SUPPORTED
2411,,12336,SUPPORTED
2412,,15673,SUPPORTED
2413,816,12337,SUPPORTED
2414,,15822,SUPPORTED
2415,817,10856,NOT ENOUGH INFORMATION
2416,,12344,NOT ENOUGH INFORMATION
2417,,16231,NOT ENOUGH INFORMATION
2418,818,7852,REFUTED
2419,,12346,NOT ENOUGH INFORMATION
2420,,13467,REFUTED
2421,,14389,REFUTED
2422,819,7498,NOT ENOUGH INFORMATION
2423,,12353,SUPPORTED
2424,820,3191,REFUTED
2425,,12357,SUPPORTED
2426,821,2540,NOT ENOUGH INFORMATION
2427,,12361,SUPPORTED
2428,822,10117,SUPPORTED
2429,,12399,SUPPORTED
2430,,12710,SUPPORTED
2431,,13471,SUPPORTED
2432,823,9319,SUPPORTED
2433,,12430,NOT ENOUGH INFORMATION
2434,,13766,NOT ENOUGH INFORMATION
2435,824,12451,NOT ENOUGH INFORMATION
2436,,14413,REFUTED
2437,825,282,SUPPORTED
2438,,12458,SUPPORTED
2439,,14630,SUPPORTED
2440,826,12468,SUPPORTED
2441,,14308,SUPPORTED
2442,827,12472,NOT ENOUGH INFORMATION
2443,,14759,NOT ENOUGH INFORMATION
2444,828,8786,REFUTED
2445,,12473,SUPPORTED
2446,,14066,REFUTED
2447,829,4005,SUPPORTED
2448,,8235,SUPPORTED
2449,,12481,SUPPORTED
2450,,14199,SUPPORTED
2451,830,7398,REFUTED
2452,,12483,NOT ENOUGH INFORMATION
2453,,15156,NOT ENOUGH INFORMATION
2454,831,12486,REFUTED
2455,,14462,REFUTED
2456,832,12489,REFUTED
2457,,14087,REFUTED
2458,833,12494,SUPPORTED
2459,,15911,SUPPORTED
2460,834,7772,SUPPORTED
